TRADE_DATE,MARKET,time_split,is_market_anomaly,is_cross_market_event,event_id,event_name,event_phase,anomaly_family,market_scope,genuine_assessment,label_confidence,severity,affected_tenors,shape_signature,label_note,source_urls,is_data_quality_anomaly,data_quality_type,data_quality_note,benchmark_tier,benchmark_is_anomaly_strict,benchmark_is_anomaly_broad,n_markets_labelled_same_date
2021-01-04,JKM,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,0
2021-01-04,THE,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,0
2021-01-04,TTF,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,0
2021-01-05,JKM,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,0
2021-01-05,THE,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,0
2021-01-05,TTF,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,0
2021-01-06,JKM,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,0
2021-01-06,THE,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,0
2021-01-06,TTF,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,0
2021-01-07,JKM,train,True,False,JKM_2021_01_ASIA_LNG_PROMPT_SPIKE,Asia LNG cold-snap prompt-month spike,shoulder,prompt_month_spike,asia_lng_market_specific,yes,high,2,M1-M3,Extreme M1/M2 premium versus rest of JKM curve.,"Cold weather, tight supply and LNG logistics drove record Asian LNG prices in Jan 2021.",https://www.iea.org/commentaries/asias-record-gas-prices-underline-the-need-to-make-its-markets-more-resilient,False,,,silver,False,True,1
2021-01-07,THE,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,1
2021-01-07,TTF,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,1
2021-01-08,JKM,train,True,False,JKM_2021_01_ASIA_LNG_PROMPT_SPIKE,Asia LNG cold-snap prompt-month spike,shoulder,prompt_month_spike,asia_lng_market_specific,yes,high,2,M1-M3,Extreme M1/M2 premium versus rest of JKM curve.,"Cold weather, tight supply and LNG logistics drove record Asian LNG prices in Jan 2021.",https://www.iea.org/commentaries/asias-record-gas-prices-underline-the-need-to-make-its-markets-more-resilient,False,,,silver,False,True,1
2021-01-08,THE,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,1
2021-01-08,TTF,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,1
2021-01-11,JKM,train,True,False,JKM_2021_01_ASIA_LNG_PROMPT_SPIKE,Asia LNG cold-snap prompt-month spike,core,prompt_month_spike,asia_lng_market_specific,yes,high,3,M1-M3,Extreme M1/M2 premium versus rest of JKM curve.,"Cold weather, tight supply and LNG logistics drove record Asian LNG prices in Jan 2021.",https://www.iea.org/commentaries/asias-record-gas-prices-underline-the-need-to-make-its-markets-more-resilient,False,,,gold,True,True,1
2021-01-11,THE,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,1
2021-01-11,TTF,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,1
2021-01-12,JKM,train,True,False,JKM_2021_01_ASIA_LNG_PROMPT_SPIKE,Asia LNG cold-snap prompt-month spike,core,prompt_month_spike,asia_lng_market_specific,yes,high,3,M1-M3,Extreme M1/M2 premium versus rest of JKM curve.,"Cold weather, tight supply and LNG logistics drove record Asian LNG prices in Jan 2021.",https://www.iea.org/commentaries/asias-record-gas-prices-underline-the-need-to-make-its-markets-more-resilient,False,,,gold,True,True,1
2021-01-12,THE,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,1
2021-01-12,TTF,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,1
2021-01-13,JKM,train,True,False,JKM_2021_01_ASIA_LNG_PROMPT_SPIKE,Asia LNG cold-snap prompt-month spike,core,prompt_month_spike,asia_lng_market_specific,yes,high,3,M1-M3,Extreme M1/M2 premium versus rest of JKM curve.,"Cold weather, tight supply and LNG logistics drove record Asian LNG prices in Jan 2021.",https://www.iea.org/commentaries/asias-record-gas-prices-underline-the-need-to-make-its-markets-more-resilient,False,,,gold,True,True,1
2021-01-13,THE,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,1
2021-01-13,TTF,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,1
2021-01-14,JKM,train,True,False,JKM_2021_01_ASIA_LNG_PROMPT_SPIKE,Asia LNG cold-snap prompt-month spike,core,prompt_month_spike,asia_lng_market_specific,yes,high,3,M1-M3,Extreme M1/M2 premium versus rest of JKM curve.,"Cold weather, tight supply and LNG logistics drove record Asian LNG prices in Jan 2021.",https://www.iea.org/commentaries/asias-record-gas-prices-underline-the-need-to-make-its-markets-more-resilient,False,,,gold,True,True,1
2021-01-14,THE,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,1
2021-01-14,TTF,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,1
2021-01-15,JKM,train,True,False,JKM_2021_01_ASIA_LNG_PROMPT_SPIKE,Asia LNG cold-snap prompt-month spike,core,prompt_month_spike,asia_lng_market_specific,yes,high,3,M1-M3,Extreme M1/M2 premium versus rest of JKM curve.,"Cold weather, tight supply and LNG logistics drove record Asian LNG prices in Jan 2021.",https://www.iea.org/commentaries/asias-record-gas-prices-underline-the-need-to-make-its-markets-more-resilient,False,,,gold,True,True,1
2021-01-15,THE,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,1
2021-01-15,TTF,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,1
2021-01-18,JKM,train,True,False,JKM_2021_01_ASIA_LNG_PROMPT_SPIKE,Asia LNG cold-snap prompt-month spike,core,prompt_month_spike,asia_lng_market_specific,yes,high,3,M1-M3,Extreme M1/M2 premium versus rest of JKM curve.,"Cold weather, tight supply and LNG logistics drove record Asian LNG prices in Jan 2021.",https://www.iea.org/commentaries/asias-record-gas-prices-underline-the-need-to-make-its-markets-more-resilient,False,,,gold,True,True,1
2021-01-18,THE,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,1
2021-01-18,TTF,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,1
2021-01-19,JKM,train,True,False,JKM_2021_01_ASIA_LNG_PROMPT_SPIKE,Asia LNG cold-snap prompt-month spike,shoulder,prompt_month_spike,asia_lng_market_specific,yes,high,2,M1-M3,Extreme M1/M2 premium versus rest of JKM curve.,"Cold weather, tight supply and LNG logistics drove record Asian LNG prices in Jan 2021.",https://www.iea.org/commentaries/asias-record-gas-prices-underline-the-need-to-make-its-markets-more-resilient,False,,,silver,False,True,1
2021-01-19,THE,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,1
2021-01-19,TTF,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,1
2021-01-20,JKM,train,True,False,JKM_2021_01_ASIA_LNG_PROMPT_SPIKE,Asia LNG cold-snap prompt-month spike,shoulder,prompt_month_spike,asia_lng_market_specific,yes,high,2,M1-M3,Extreme M1/M2 premium versus rest of JKM curve.,"Cold weather, tight supply and LNG logistics drove record Asian LNG prices in Jan 2021.",https://www.iea.org/commentaries/asias-record-gas-prices-underline-the-need-to-make-its-markets-more-resilient,False,,,silver,False,True,1
2021-01-20,THE,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,1
2021-01-20,TTF,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,1
2021-01-21,JKM,train,True,False,JKM_2021_01_ASIA_LNG_PROMPT_SPIKE,Asia LNG cold-snap prompt-month spike,shoulder,prompt_month_spike,asia_lng_market_specific,yes,high,2,M1-M3,Extreme M1/M2 premium versus rest of JKM curve.,"Cold weather, tight supply and LNG logistics drove record Asian LNG prices in Jan 2021.",https://www.iea.org/commentaries/asias-record-gas-prices-underline-the-need-to-make-its-markets-more-resilient,False,,,silver,False,True,1
2021-01-21,THE,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,1
2021-01-21,TTF,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,1
2021-01-22,JKM,train,True,False,JKM_2021_01_ASIA_LNG_PROMPT_SPIKE,Asia LNG cold-snap prompt-month spike,shoulder,prompt_month_spike,asia_lng_market_specific,yes,high,2,M1-M3,Extreme M1/M2 premium versus rest of JKM curve.,"Cold weather, tight supply and LNG logistics drove record Asian LNG prices in Jan 2021.",https://www.iea.org/commentaries/asias-record-gas-prices-underline-the-need-to-make-its-markets-more-resilient,False,,,silver,False,True,1
2021-01-22,THE,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,1
2021-01-22,TTF,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,1
2021-01-25,JKM,train,True,False,JKM_2021_01_ASIA_LNG_PROMPT_SPIKE,Asia LNG cold-snap prompt-month spike,shoulder,prompt_month_spike,asia_lng_market_specific,yes,high,2,M1-M3,Extreme M1/M2 premium versus rest of JKM curve.,"Cold weather, tight supply and LNG logistics drove record Asian LNG prices in Jan 2021.",https://www.iea.org/commentaries/asias-record-gas-prices-underline-the-need-to-make-its-markets-more-resilient,False,,,silver,False,True,1
2021-01-25,THE,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,1
2021-01-25,TTF,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,1
2021-01-26,JKM,train,True,False,JKM_2021_01_ASIA_LNG_PROMPT_SPIKE,Asia LNG cold-snap prompt-month spike,shoulder,prompt_month_spike,asia_lng_market_specific,yes,high,2,M1-M3,Extreme M1/M2 premium versus rest of JKM curve.,"Cold weather, tight supply and LNG logistics drove record Asian LNG prices in Jan 2021.",https://www.iea.org/commentaries/asias-record-gas-prices-underline-the-need-to-make-its-markets-more-resilient,False,,,silver,False,True,1
2021-01-26,THE,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,1
2021-01-26,TTF,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,1
2021-01-27,JKM,train,True,False,JKM_2021_01_ASIA_LNG_PROMPT_SPIKE,Asia LNG cold-snap prompt-month spike,shoulder,prompt_month_spike,asia_lng_market_specific,yes,high,2,M1-M3,Extreme M1/M2 premium versus rest of JKM curve.,"Cold weather, tight supply and LNG logistics drove record Asian LNG prices in Jan 2021.",https://www.iea.org/commentaries/asias-record-gas-prices-underline-the-need-to-make-its-markets-more-resilient,False,,,silver,False,True,1
2021-01-27,THE,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,1
2021-01-27,TTF,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,1
2021-01-28,JKM,train,True,False,JKM_2021_01_ASIA_LNG_PROMPT_SPIKE,Asia LNG cold-snap prompt-month spike,shoulder,prompt_month_spike,asia_lng_market_specific,yes,high,2,M1-M3,Extreme M1/M2 premium versus rest of JKM curve.,"Cold weather, tight supply and LNG logistics drove record Asian LNG prices in Jan 2021.",https://www.iea.org/commentaries/asias-record-gas-prices-underline-the-need-to-make-its-markets-more-resilient,False,,,silver,False,True,1
2021-01-28,THE,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,1
2021-01-28,TTF,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,1
2021-01-29,JKM,train,True,False,JKM_2021_01_ASIA_LNG_PROMPT_SPIKE,Asia LNG cold-snap prompt-month spike,shoulder,prompt_month_spike,asia_lng_market_specific,yes,high,2,M1-M3,Extreme M1/M2 premium versus rest of JKM curve.,"Cold weather, tight supply and LNG logistics drove record Asian LNG prices in Jan 2021.",https://www.iea.org/commentaries/asias-record-gas-prices-underline-the-need-to-make-its-markets-more-resilient,False,,,silver,False,True,1
2021-01-29,THE,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,1
2021-01-29,TTF,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,1
2021-02-01,JKM,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,0
2021-02-01,THE,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,0
2021-02-01,TTF,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,0
2021-02-02,JKM,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,0
2021-02-02,THE,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,0
2021-02-02,TTF,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,0
2021-02-03,JKM,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,0
2021-02-03,THE,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,0
2021-02-03,TTF,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,0
2021-02-04,JKM,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,0
2021-02-04,THE,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,0
2021-02-04,TTF,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,0
2021-02-05,JKM,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,0
2021-02-05,THE,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,0
2021-02-05,TTF,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,0
2021-02-08,JKM,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,0
2021-02-08,THE,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,0
2021-02-08,TTF,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,0
2021-02-09,JKM,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,0
2021-02-09,THE,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,0
2021-02-09,TTF,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,0
2021-02-10,JKM,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,0
2021-02-10,THE,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,0
2021-02-10,TTF,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,0
2021-02-11,JKM,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,0
2021-02-11,THE,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,0
2021-02-11,TTF,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,0
2021-02-12,JKM,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,0
2021-02-12,THE,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,0
2021-02-12,TTF,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,0
2021-02-15,JKM,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,0
2021-02-15,THE,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,0
2021-02-15,TTF,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,0
2021-02-16,JKM,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,0
2021-02-16,THE,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,0
2021-02-16,TTF,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,0
2021-02-17,JKM,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,0
2021-02-17,THE,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,0
2021-02-17,TTF,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,0
2021-02-18,JKM,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,0
2021-02-18,THE,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,0
2021-02-18,TTF,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,0
2021-02-19,JKM,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,0
2021-02-19,THE,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,0
2021-02-19,TTF,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,0
2021-02-22,JKM,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,0
2021-02-22,THE,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,0
2021-02-22,TTF,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,0
2021-02-23,JKM,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,0
2021-02-23,THE,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,0
2021-02-23,TTF,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,0
2021-02-24,JKM,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,0
2021-02-24,THE,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,0
2021-02-24,TTF,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,0
2021-02-25,JKM,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,0
2021-02-25,THE,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,0
2021-02-25,TTF,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,0
2021-02-26,JKM,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,0
2021-02-26,THE,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,0
2021-02-26,TTF,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,0
2021-03-01,JKM,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,0
2021-03-01,THE,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,0
2021-03-01,TTF,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,0
2021-03-02,JKM,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,0
2021-03-02,THE,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,0
2021-03-02,TTF,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,0
2021-03-03,JKM,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,0
2021-03-03,THE,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,0
2021-03-03,TTF,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,0
2021-03-04,JKM,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,0
2021-03-04,THE,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,0
2021-03-04,TTF,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,0
2021-03-05,JKM,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,0
2021-03-05,THE,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,0
2021-03-05,TTF,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,0
2021-03-08,JKM,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,0
2021-03-08,THE,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,0
2021-03-08,TTF,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,0
2021-03-09,JKM,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,0
2021-03-09,THE,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,0
2021-03-09,TTF,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,0
2021-03-10,JKM,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,0
2021-03-10,THE,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,0
2021-03-10,TTF,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,0
2021-03-11,JKM,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,0
2021-03-11,THE,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,0
2021-03-11,TTF,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,0
2021-03-12,JKM,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,0
2021-03-12,THE,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,0
2021-03-12,TTF,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,0
2021-03-15,JKM,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,0
2021-03-15,THE,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,0
2021-03-15,TTF,train,False,False,,,,,,normal,,0,,,,,False,,,normal,False,False,0
